scientific_name,count,height_M
Malus sargentii,5,24.93
Photinia serrulata,5,53.81
Sorbus,5,53.81
Pseudobombax ellipticum,5,79.4
Dalbergia latifolia,5,5.92
Populus sargentii,5,93.18
Senna surattensis,5,45.28
Carnegiea gigantea,5,5.12
Viburnum tinus,5,62.34
Dracaena draco,5,38.06
Betula alleghaniensis,5,21.0
Tetradium daniellii,4,54.95
Magnolia soulangeana,4,49.21
Rhus copallinum,4,19.69
Afrocarpus usambarensis,4,168.14
Laburnum watereri,4,36.91
Cornus drummondii,4,25.43
Ptelea trifoliata,4,45.11
Juniperus californica,4,0.0
Laguncularia racemosa,4,38.14
Photinia glabra,4,27.07
Cladrastis lutea,4,0.0
Taxus cuspidata,4,71.36
Fraxinus mandshurica,4,59.88
Picea orientalis,4,75.46
Tilia euchlora,4,127.13
Eucalyptus grandis,4,134.51
Quercus mongolica,4,36.91
Handroanthus avellanedae,4,13.12
Erythrina,4,70.54
Viburnum rufidulum,4,22.15
Acca sellowiana,4,9.02
Euonymus japonicus,4,22.97
Podocarpus neriifolius,4,51.67
Sterculia apetala,4,121.39
Pittosporum phillyraeoides,4,0.0
Sapium sebiferum,4,51.26
Prosopis,4,29.33
Prosopis velutina,4,5.1
Bauhinia hookeri,4,71.36
Pandanus,4,68.9
Prunus americana,4,51.67
Pinus sabiniana,4,139.44
Alnus incana,4,13.94
Buxus,4,27.07
Caesalpinia ferrea,4,105.81
Tabernaemontana litoralis,4,31.17
Cotinus obovatus,4,25.43
Myrtus communis,4,31.39
Eucalyptus parvula,4,139.44
Crataegus michauxii,4,34.86
Azadirachta indica,4,34.45
Syzygium,4,16.4
Ricinus communis,4,8.2
Magnolia kobus,3,16.4
Carya laciniosa,3,142.17
Abies fraseri,3,82.02
Hibiscus rosa-sinensis,3,45.93
Magnolia macrophylla,3,61.24
Syzygium malaccense,3,80.93
Cassia tomentosa,3,0.0
Styrax japonica,3,7.96
Strelitzia reginae,3,28.43
Hakea suaveolens,3,38.28
Araucaria bidwillii,3,132.33
Betula lenta,3,29.53
Cartrema floridana,3,32.81
Rhus glabra,3,29.53
Magnolia champaca,3,74.37
Ochna thomasiana,3,31.71
Annona cherimola,3,82.02
Sapindus saponaria,3,60.15
Oxydendrum arboreum,3,99.52
Tabebuia rosea,3,79.83
Rhododendron,3,68.9
Rhus,3,39.84
Americana,3,40.46
Zanthoxylum americanum,3,32.81
Sciadopitys verticillata,3,21.87
Prunus mexicana,3,59.06
Cunninghamia lanceolata,3,88.58
Eucalyptus cornuta,3,0.0
Pinus densiflora,3,59.06
Prunus cerasus,3,31.71
Cupressus funebris,3,71.08
Prunus lusitanica,3,43.74
Prunus salicina,3,44.84
Washingtonia,3,76.55
Pinus koraiensis,3,53.59
Pseudolarix amabilis,3,56.87
Firmiana simplex,3,90.77
Forestiera neomexicana,3,49.21
Podocarpus henkelii,3,65.62
Pyrus ussuriensis,3,35.0
Chamaecyparis thyoides,3,28.43
Platanus,3,0.0
Ligustrum quihoui,3,37.73
Viburnum obovatum,3,47.57
Celtis chinensis,3,92.96
Eucalyptus deglupta,3,119.2
Pittosporum crassifolium,3,60.15
Pittosporum floribundum,3,32.81
Vachellia farnesiana,2,49.21
Murraya exotica,2,59.06
Acer monspessulanum,2,27.89
Cylindropuntia fulgida,2,2.3
Pithecellobium flexicaule,2,49.21
Hura crepitans,2,141.08
Acer pensylvanicum,2,17.14
Sambucus,2,198.49
Olneya tesota,2,5.62
Viburnum lentago,2,26.25
